month,mae_gain,lower95,upper95,days_improved,days
2026-03-01,8.499605449029437,6.78079750989759,10.711062267893636,31,31
2026-04-01,7.278718854300402,5.552210563920542,9.464382067258791,29,30
2026-05-01,2.8304046681158948,1.6858534031251384,4.177718017909265,27,31
2026-06-01,4.593663832335207,3.9050612009816255,5.415530152336982,30,30
