month,boost_weight,rows,baseline_mae,mae,rmse,within_60,within_120,p90_error,weekly_baseline_mae,gain_percent
2026-03-01,0.75,611755,106.22919959787824,97.72959414884879,145.70763814697676,0.45499096860671345,0.7265392191318419,212.66923031493474,105.28311088589386,8.001195039785669
2026-04-01,0.75,579287,117.78470257402634,110.50598371972595,168.20694990382367,0.42602026284035377,0.6895286792211806,244.793083704878,116.24934617900972,6.179680973194124
2026-05-01,0.75,573555,108.09564034835368,105.2652356802378,155.64957570394478,0.41703759883533403,0.6959071056829772,224.36093404418517,106.66287191289415,2.6184262926742474
2026-06-01,0.75,573632,101.45764967784224,96.86398584550703,142.41003291948607,0.448052061251813,0.7303724338949013,208.31501938109997,100.37345196920674,4.527666318825085
