candidate,month,mae,rmse,within_60,within_120,p90_error
residual_boost_15,2026-03-01,98.74589272068633,146.1329524396114,0.4480715319041119,0.7203373899682062,215.53762123522094
residual_boost_15,2026-04-01,110.57639614437676,167.82819155149886,0.4248809312137162,0.6871274515050398,245.07821917466362
residual_boost_15,2026-05-01,106.75102545340633,156.35082966528273,0.4086077185274298,0.6864119395698756,227.54081141751132
residual_boost_31,2026-03-01,98.99724011967106,146.43076133466934,0.4481107632957638,0.7192111220995333,216.53185679778014
residual_boost_31,2026-04-01,111.09727421262384,168.43237937157204,0.42245898837709117,0.6862246175039316,246.49757537516234
residual_boost_31,2026-05-01,106.58002133163629,156.09922638169144,0.40938532485986523,0.6867013625545937,227.2547380686299
