route_name,rows,mae,baseline_mae,within120,month
10,8089,79.47997388318356,81.3778588206206,0.8218568426257881,2026-05-01
13,8850,100.34139211484053,108.00242937853108,0.7175141242937854,2026-05-01
14,13623,82.86628613072624,82.71962856933128,0.7980621008588417,2026-05-01
16,23070,92.27960556795158,93.74902470741222,0.7408755960121369,2026-05-01
17,40349,92.18399816339861,87.29746709955637,0.7355076953580014,2026-05-01
18,12630,109.8376250594957,112.27406967537608,0.6700712589073634,2026-05-01
2,52364,121.23323251491655,126.50157550989229,0.6656481552211443,2026-05-01
3,80281,106.20275145576947,110.25601948157099,0.6905743575690387,2026-05-01
4,34546,85.98396744834031,86.4510797197939,0.7701325768540497,2026-05-01
5,22513,74.04989212942768,75.38140185670501,0.8223692977390841,2026-05-01
6,12766,97.0087802392973,96.29132069559768,0.7140842863857121,2026-05-01
7,97587,101.34431510593271,105.6519259737465,0.7064875444475186,2026-05-01
70,510,176.19455320599982,178.74313725490197,0.4235294117647059,2026-05-01
71,223,103.02051679999494,103.87892376681614,0.7533632286995515,2026-05-01
72,650,69.92486735278871,68.14,0.8815384615384615,2026-05-01
73,1107,156.55418421453643,153.76784101174346,0.5564588979223125,2026-05-01
74,354,157.7534386239867,152.31214689265536,0.4604519774011299,2026-05-01
75,322,38.24106335670793,33.72826086956522,0.9906832298136646,2026-05-01
76,67,92.9234249878373,116.50746268656717,0.7164179104477612,2026-05-01
77,214,140.47086215829583,148.35046728971963,0.4532710280373832,2026-05-01
78,60,144.00866070879846,144.46666666666667,0.7666666666666667,2026-05-01
79,1160,98.74234367179449,99.29008620689655,0.7293103448275862,2026-05-01
80,404,191.14103905190626,177.0990099009901,0.4207920792079208,2026-05-01
81,2100,278.1604244516495,285.38738095238097,0.24047619047619048,2026-05-01
9,95538,121.58077653832743,114.83887563063912,0.5933450564173418,2026-05-01
1,61709,112.69470829282449,119.02694906739697,0.6514770941029672,2026-06-01
10,8262,79.42806405253809,82.70860566448802,0.81360445412733,2026-06-01
13,8891,104.53939712301593,107.87566078056462,0.7234281858058711,2026-06-01
14,13909,78.12274464474191,80.99076137752535,0.8129268818750449,2026-06-01
16,21884,75.70391627609898,80.54989946993237,0.8057027965636995,2026-06-01
17,41161,83.22944359648609,87.33515949563908,0.782123855105561,2026-06-01
18,12274,99.75580179027055,105.39709956004563,0.7406713377871924,2026-06-01
2,52919,113.14466521136414,116.90059335966288,0.7028477484457378,2026-06-01
3,79902,101.49657441822735,108.45306750769693,0.7070536407098695,2026-06-01
4,34738,81.59058251171454,85.80725718233634,0.7904312280499741,2026-06-01
5,23389,69.85062661632595,74.17583051861986,0.8406088332121938,2026-06-01
6,12692,86.34142056693356,90.75843050740625,0.7501575795776867,2026-06-01
7,98981,94.87476389145186,100.75550863296996,0.7411826512158899,2026-06-01
70,526,169.16381297185495,178.05608365019012,0.5247148288973384,2026-06-01
71,215,68.28864031619743,68.55348837209303,0.7953488372093023,2026-06-01
72,691,58.02563962436008,55.82127351664255,0.8712011577424024,2026-06-01
73,1076,130.60121651164425,142.12639405204462,0.6031598513011153,2026-06-01
74,304,114.64439149736619,139.4753289473684,0.6611842105263158,2026-06-01
75,293,40.980818821585906,40.21331058020478,0.9761092150170648,2026-06-01
76,62,94.29885692336472,110.61290322580645,0.6129032258064516,2026-06-01
77,288,188.90034605028757,194.86979166666666,0.3506944444444444,2026-06-01
78,63,81.4089102955598,84.86507936507937,0.7619047619047619,2026-06-01
79,1110,136.23412356838486,133.66306306306305,0.5954954954954955,2026-06-01
80,333,274.97811479360433,281.92042042042044,0.24324324324324326,2026-06-01
81,1962,268.97723276065955,265.5642201834862,0.27370030581039756,2026-06-01
9,95998,96.64780035103088,99.54511031479822,0.7098377049521865,2026-06-01
